file,artist,title,lyrics,tags,mood,year
TRAHMIV128F14693DC.h5,Mike And The Mechanics,Nobody's Perfect,"It must be hard
Being an angel
When the devil in your heart
Won't set you free
It must be hard
Being an angel
When the world has let you down
Imperfection all around

Hey look at me
It must be hard
It must be hard
It must be hard.

Nobody's perfect
All of the time
Nobody's perfect
We are what we are
There's no perfect reason
And no perfect rhyme
For most of the time
That's what we're looking for.

Gentlemen gentlemen please!
Can you please support the notion
Of what I'm saying here
That the person here in question
Must be an angel here on earth
If they can't see a human being
For what a human being's really worth
Gentlemen please!

Nobody's perfect
All of the time
Nobody's perfect
We are what we are
There's no perfect reason
And no perfect rhyme
For most of the time
That's what we're looking for.

It must be hard
Being an angel
It must be hard
When the world has let you down
It must be hard
Being an angel
It must be hard.

Nobody's perfect
All of the time
Nobody's perfect
We are what we are
There's no perfect reason
No perfect rhyme
Most all of the time
That's what we're looking for...","['rock', '80s', 'pop', 'favourite', 'poprock', 'Progressiverock', 'MikeandtheMechanics', 'miamivice', 'BarryManilow', 'catchy', 'softrock', 'adultcontemporary', 'fun', 'polka', 'poprock', '6of10stars', 'harrynilsson', 'Jellyfish', 'gethappy', 'greatguitarsolo', 'joebonamassa', 'Rock/Pop', 'm', 'yammy', 'SpiritMusic', 'incrediblevocals', '80sPop-Rock', 'rythmictome', 'michelvandyke', 'sophisticatedly', 'miamivicesoundtrack', 'beangry', 'fivetimes', 'Kamchenchensexy', 'radio-ffer2']",1,1988
TRAKAGL128F148B3B7.h5,Tesla,Gettin' Better,"Fallin' rain
Outside my window
But I'll live on I know
It's gettin' better every day

Soon the sun will shine through my window
When it's gonna come
You know I really couldn't say
Oh, but I know, it's gettin' better every day

Oh, it's gettin' better now
Every day
Yeah, yeah, yeah, yeah

I'm a hard workin' man doin all that I can
Tryin' to make ends meat
Just a makin' my way through this jungle today 
It's gettin' the best of me

But I know it's gettin' better
And a change is gonna come my way
Yes I know it's gettin' better
Better every day, oh ha yeah

Been a-changin' the scene if you know what I mean
Good things are comin' my way
Now I'm livin' my life and I'm doin' it right
Sun shinin' every day

I can feel it gettin' better
And a change is gonna come my way
Yes, I feel it gettin' better
Better every day

Now it's only gettin' better
And a change has finally come my way
Yes, it's only so much better
Uhh, gettin' better every day

Ahh, yeah, yeah, yeah
Gettin' better, oh every day
I feel it gettin' better
It's gettin' better
I'm gettin' better
I'm gettin better","['hardrock', 'Tesla', 'rock', 'classicrock', '80s', 'heavymetal', 'hairmetal', '80srock', 'bluesrock', 'gettinbetter', 'metal', '80sHeavyMetal', '80smetal', '80shardrock', 'favorites', 'Love', 'acoustic', 'arenarock', 'RockPop', 'guitar', 'angry', 'Like', 'Uplifting', 'live', 'rocknroll', '""80s""', '1986', 'songsilove', 'sleazy', 'Cockrock', 'classichardrock', '1980s', 'DrivingSongs', 'sleaze', 'sandiego', 'GlamMetal', 'Holly', 'sleazerock', 'classicmetal', 'sleazyrock', 'q', '80sMARAVILLOSOS', 'classicheavymetal', '3Vandaag', 'meatybeatybigandbouncy', 'metaledge', 'reallygoodsongs', 'musicchoice:retrorock', '7-4', 'RockandRollQueen', 'nightlights', 'witnessedintheflesh', 'Puraguenamusica-paralosquehemosevolucionado', 'Sawthemlivetwiceandillgoagainifigetthechance', 'brettgeil', 'fitzefatze', '80sMARAVILLOSOSrock', 'Tesla-GettinBetter', '21stb-daysac', 'barbwirehairmetal', 'barbwirebadass', 'barbwiretesla', 'SongsIgrewupon']",0,1986
TRALJBT128F4266FD8.h5,Jennifer Lopez,Play,"I could wait all night and day
To go to a party sit down and wait
Give my request to the DJ 'cause my song he's gotta play
And when I hear that beat I get my body up out my seat
I grab a guy and move my feet
He's playin' my song

Play, come on, play that song
Play it all night long
Just turn it up and turn me on.
Play, come on DJ play that song you know that it turns me on
DJ just play that song
Just turn it up and turn me on

DJ just play that song, 'cause I wanna be dancin' all night long
Won't ya play my, play my, play my, play my, play my favorite song

I don't care if everybody's gone turn it up 'cause it turns me on
Keep dancin' all night long, feels so right that it can't be wrong
I get chills up and down my spine whenever I hear that song of mine
When it stops better press rewind
Play that shit again
Let me hear it one more time

Play, come on, play that song
Play it all night long
Just turn it up and turn me on
Play, come on DJ play that song you know that it turns me on.
DJ just play that song
'Cause I wanna be dancin' all night long

Play, come on, play that song
Play it all night long
Just turn it up and turn me on
For me?
Play, come on DJ play that song
You know that it turns me on
DJ just play that song
'Cause I wanna be dancin' all night long

I just wanna dance. Is that a crime? Alright then...
Yeah that's the hotness right here
Play, play, play, play
Now Mr. DJ I've asked you three times
Play my muthafuckin' song!

Play, come on, play that song
Play it all night long
DJ just play that song
Just turn it up and turn me on
Play, come on DJ play that song you know that it turns me on
DJ just play that song
'Cause I wanna be dancin' all night long

Play, come on, play that song
Play it all night long
Just turn it up and turn me on
Play, come on DJ play that song you know that it turns me on
DJ just play that song
'Cause I wanna be dancin' all night long

Play, come on, play that song
Play it all night long
Just turn it up and turn me on
Play, come on DJ play that song you know that it turns me on
DJ just play that song
Just turn it up and turn me on","['pop', 'dance', 'rnb', 'jenniferlopez', 'femalevocalists', '00s', 'latin', 'sexy', 'party', 'play', 'american', 'femalevocalist', 'jlo', 'club', 'latinpop', '2001', 'upbeat', 'funky', 'female', 'cool', 'electronic', 'favoritesongs', 'funk', '2000s', 'topartists', 'hiphop', 'RB', 'feelgood', 'r&b', 'groovy', 'guiltypleasure', 'top40', 'GuiltyPleasures', 'Coolsong', 'jennifer', 'christinamilian', 'chillout', 'rock', 'soul', 'newyork', 'poprock', 'favorites', 'dance-pop', 'Energetic', 'partymusic', 'fun', 'dancepop', 'Favourites', 'girlpower', 'music', 'FLOP', 'teenpop', 'songsof2001', '90sgoodness', 'miianensplaylist', 'Hip-Hop', 'classic', 'singer-songwriter', 'USA', 'electro', 'Love', 'catchy', 'easylistening', 'urban', 'drivingmusic', 'Acid', 'top', 'My', 'german', 'favourite', 'f', 'HighSchool', 'rhythmandblues', '""00s""', 'femaleartists', 'laptop', 'hot', 'Workout', 'princess', 'mexicana', 'loveatfirstlisten', 'fashion', 'english', 'addictive', 'overrated', 'work', 'school', 'fresh', 'wild', 'Loveit', 'dancetop', 'badass', 'pozytywnewibracje', 'personalfavourites', 'favoritebythissinger', 'eclectonia', 'Dancemania', 'slowjams', 'Summery', 'favoritetracks']",1,2001
TRANZOR128F9307EFD.h5,Fenton Robinson,Somebody Loan Me A Dime,"Somebody loan me a dime
I need to call my old time, used to be
Somebody loan me a dime
Mmm, I need to call my old time, used to be

Ooh, little girl's been gone so long
You know it's worrying me
Hey, it's worrying, worrying me

I know she's a good girl
But at that time I just didn't understand
I know she's a good girl
But at that time I just didn't understand
Oh, you know I didn't

Somebody loan me a dime
You know I need, I need a helping hand
Somebody

Yeah, she's a good girl
But at that time I just didn't understand
Ooh, I know she's a good girl
But at that time I just could not understand
Whoa, no

Somebody better loan me that dime
To ease my worried mind
Whoa

Now, I cried, just cried
Just like a baby all night long
Ooh, you know I cried, just cried
Just like a baby, all night long

Whoa, somebody better loan me that dime
I need my baby, I need my baby here at home
Ooh, yeah","['blues', 'bluesguitar', 'electricblues', 'classicrock', 'allboutguitar', 'swampblues', 'modernelectricchicagoblues', 'BRCBluesBandKarlsruhe', 'allboutGuitarLessons-BluesWorkshopsKarlsruhe', 'Soundtrack', 'albumrock', 'RB', 'blues-rock', 'guitar', 'bluesy', 'rnb', 'malevocalist', 'malevocalists', 'pianoblues', 'NewOrleansBlues', 'blue', 'ContemporaryBlues', 'harmonicablues', 'modernelectricblues', 'slideguitarblues', 'electricchicagoblues', 'ModernAcousticBlues', 'ElectricTexasBlues', 'ModernElectricTexasBlues', 'soul-blues', 'Everwood', 'electricharmonicablues', 'greattrack', 'Bleu', 'blau', 'azul', 'BRCBluesBand', 'allboutGuitarcom', 'Blues-Rockclub', 'BluesTag', 'WalterBuddyFreter', 'lautfmbluesclub', 'BRCBluesBand-JukeAndTheBlueJoint', 'WalterMojoFreter', 'allboutGuitarLessons-BluesWorkshops', 'sadmaniac', 'cafard']",0,1990
TRALJVQ128F428C764.h5,Eagles,I Don't Want To Hear Any More,"It's not the first time
That I had the sense 
That something's wrong

I'm old enough to know
That things don't always 
Work out like they should

I know you're trying hard
To break it gently to me now
But there's no easy way
To tell it like it is, so baby

I don't want to hear anymore
You don't need to tell me it's over
I've been here before

I've seen that look before
I know it well
It comes as no surprise
You've been avoiding me
But now you want to talk it over

Before you take my hand
And tell me softly in a whisper
There's no need to explain
I've read the book
I know how this all ends

I don't want to hear anymore
You don't need to tell me it's over
I've been here before

I won't ask you to stay
I won't stand in your way
Look me right in the eye
Let me walk away with my head high

If there's some other guy
I don't need to know why

Well
I don't want to hear anymore
You don't need to tell me it's over
I've been here before

I won't ask you to stay
I won't stand in your way

And I don't want to hear anymore
No, no baby
I don't want to hear anymore","['rock', 'softrock', 'Eagles', 'classicrock', 'american', 'pop', 'countryrock', '70s', 'sad', 'easylistening', 'adultcontemporary', 'Mellow', 'Freewheeling', 'super', 'malevocalists', '00s', 'NeilYoung', 'breakingup', 'BobDylan', 'last', 'adultrock', 'jenniferpaige', 'Rock/Pop', 'sosad', 'slgdmbestof', 'BremsTaggradio', 'thisfeeling', 'slgdm', 'creedenceclearwater', 'EaglesNewMusic', 'forhopelessmomentsoflove', 'andiamaloneagain', 'lasmas', '2000sSoftRock', 'Kanal20']",0,2007
TRAOQSA128F42AE616.h5,El Presidente,Turn This Thing Around,"Turn this thing around
Turn this thing around
Turn this thing around
Let me go back to where we were

Help me to decide
Help me to realise
Help me to get by
I will be on my way tonight

You left me baby
What you wanted to go for?
You sent out all the wrong vibes
We carried on but it wouldn't get better
You said that I was just all right
I hope you don't mind
I hope you don't mind
I hope you don't mind at all
You said this was a trial separation
Maybe I was just so blind

Turn this thing around
Turn this thing around
Turn this thing around
Let me go back to where we were

This is a summer for some casual relations
I don't need to tell you I'm down
My head is spinning but I don't need no favours
'Cause I don't want to bill you round
My God I love you
Oh God I love you
Oh God I'd love you to stay
Oh maybe baby this particular moment
I don't wanna lose you this time

Turn this thing around
Turn this thing around
Turn this thing around
Let me go back to where we were

Help me to decide
Help me to realise
Help me to get by
I will be on my way tonight","['pop', 'Scottish', 'indie', 'rock', 'powerpop', 'funk', 'alternative', 'newwave', 'upbeat', 'funky', 'scotland', 'summer', 'party', 'synthpop', 'Calming', 'relax', 'chillout', 'lovely', 'loveatfirstlisten', '2006', 'sweet', 'Loveit', 'allthebest', 'bestsongsofthe00s', 'GlasgowBands', 'hook', 'musicforarainysummerday', 'MyPersonalfavorites', 'scottishrock', 'nightgroove', 'swwg', 'voegelmusik', 'electronic-loveit', 'thesweetplaylist', 'BomChickaBowWow', 'wunderschoenklick', 'paulstop100']",1,0
TRAQJMP128F92E3821.h5,Muse,Can't Take My Eyes Off You,"You're just too good to be true
I can't keep my eyes off of you
You feel like heaven to touch
I wanna hold you so much
At long last love has arrived
And I thank God I'm alive
You're just too good to be true
Can't take my eyes off you

Pardon the way that I stare
There's nothing else to compare
The sight of you makes me weak
There are no words left to speak
But if you feel like I feel
Please let me know that it's real
You're just too good to be true
Can't take my eyes off you

I love you, baby
And if it's quite all right
I need you, baby
To warm the lonely nights
I love you, baby
Trust in me when I say
Oh, pretty baby
Don't bring me down, I pray
Oh, pretty baby
Now that I found you, stay
And let me love you, baby
Let me love you

You're just too good to be true
I can't keep my eyes off you
You feel like heaven to touch
I wanna hold you so much
At long last love has arrived
And I thank God I'm alive
You're just too good to be true
Can't take my eyes off you

I love you, baby
And if it's quite all right
I need you, baby
To warm the lonely nights
I love you, baby
Trust in me when I say
Oh, pretty baby
Don't bring me down, I pray
Oh, pretty baby
Now that I found this day
Let me love you, baby
Let me love you","['cover', 'rock', 'alternativerock', 'Muse', 'covers', 'alternative', 'british', 'Love', 'indie', 'Progressiverock', 'romantic', 'beautiful', 'Awesome', 'FUCKINGAWESOME', 'goodcover', 'songsiwouldlovetobeaboutme', 'Amazingcoverversions', 'goodcovers', 'notyourtypicallovesong', 'happy', 'amazing', '00s', 'coversongs', 'seenlive', 'catchy', 'cute', 'britpop', 'cool', 'sweet', 'hypnotizing', 'MakesMeSmile', 'Songstogetmarriedto', 'looooooooooooooooooooooooooooooooooooooooooveit', 'TheCoversRecord', 'warmsongs', 'aaaaaaaaaaaaaaaaaaaa', 'beginnersinlove', 'indierock', 'UK', 'favorites', 'upbeat', 'fun', 'loved', 'malevocalist', 'GreatCovers', 'Favorite', 'loveatfirstlisten', 'Faves', 'greatcover', 'goodforthesoul', 'machmitmachsnachmachsbesser', 'luv', 'Coca-Cola', 'bestcoversofalltime', 'RockCover', 'icantbelievehowfuckinglongthistagnameisbesidesitsanamazingtagcauseitsgotMuseinit', 'englishrock', 'songstofallinloveto', 'Reallybeautiful', 'ibetyoubreaklotsoflawsofphysicsbeingsoawesome', 'igetfloccinaucinihilipilificatedbythissong', 'songsthataresodamncool', 'iwanthimsobadthaticantsleepatnight', 'favouritecoversongs', 'makesmewannajump', 'love4ever', 'Soundtrack', 'pop', 'chill', 'classic', 'instrumental', 'favoritesongs', 'dance', 'remindsmeof', 'omg', 'piano', 'epic', 'melodic', 'Voice', 'Energetic', 'crazy', 'pretty', 'smooth', 'great', 'motherhood', 'bestcovers', 'Bittersweet', 'sex', 'good', 'malevocalists', 'lovesongs', 'sunshine', 'warm', 'Lyric', 'relax', 'best', 'Favourites', 'coolcovers', 'brilliant', 'guitars']",1,0
TRAQMNB12903CDD58F.h5,The Berzerker,Compromise,"I see,
No chance
Relying on myself
I take away
Responsibility
They drain my life
I purge the pot they breed in
First I must take pride and not ponder
A day to stay
Don't underestimate
I take away
The task that you failed
I ache but I, I fought them till it didn't matter
For they must change now or before I burst,
Those around me
Are incomprehensible
Is harder to bear
With my backache
Fortunately
I take great pride
(I'm) before my time
No demise
Compromise
I can see you're watching me
But could you even understand my pain
Watching, what is it in your brain that never gets it?
One day I'll disappear to the answer locked in my
Head that you'll never see of feel,
A consumer

The more the body is pierced, tortured, wounded, humiliated
The more complete his man's victory over pain,
The greater man victory over pain,
The greater his victory over the flesh.

I see that they
That people are a plague
No sympathy
No liability
They drain my life
We'll see the life they're living
Once I stop all I'm doing for them.","['grindcore', 'deathmetal', 'IndustrialDeathMetal', 'industrialmetal', 'deathgrind', 'cybergrind', 'australianmetal', 'noise', 'metal', 'electronic', 'australian', 'dark', 'industrial', 'death', 'industrialrock', 'hate', 'ExtremeMetal', 'Black', 'goregrind', '2002', 'BrutalDeathMetal', 'electronicindustrial', 'Gore', 'hatred', 'Grind', 'percussive', 'electronicmetal', 'core', 'industrialgrindcore', 'AustralianDeathMetal', 'electronicdeathmetal', 'decent', 'playedatanedgargeneralnight', 'electronicindustrialmetal', 'CyberGrindcore', 'industrialgoregrind', 'electronicbrutaldeathmetal', 'brutalindustrialdeathmetal', '2002metal', '2002deathmetal', '2002brutaldeathmetal', '2002industrial', '2002industrialdeathmetal', '2002industrialmetal', '2002grindcore', '2002grind', '2002industrialgrindcore', '2002industrialgoregrind', '2002brutalindustrialdeathmetal']",0,2002
TRAMWKK128F9314838.h5,Emperor,In the Wordless Chamber,"In the wordless chamber
They feared death
Desperately
Thus they clustered to the fruits of the earth
Craving dispersion
As if to avoid knowing why

In the wordless chamber
They feared life
Desperately
Thus they proclaimed any given truth
And swallowed
As if to justify their fear

He knew that there had been hordes of seers
Before him
Who set out to cure
Though, the sick wished not to part with
Their decease
As if it made them feel
Alive

In the wordless chamber
He accepted desperation
And the unpredictable manifestations
Of hope","['blackmetal', 'SymphonicBlackMetal', 'NorwegianBlackMetal', 'metal', 'progressiveblackmetal', 'Progressivemetal', 'Progressive', 'classic', 'epic', 'dark', 'scandinavian', 'beautiful', 'haunting', 'symphonicmetal', 'ExtremeMetal', 'norwegianmetal', 'melodicblackmetal', 'heavymetal', 'seenlive', 'deathmetal', 'Rousing', 'majestic', '00s', 'Norway', 'Bestmusicever', 'LoveBallad', 'Godlike', 'brilliantsong', 'Totallyfuckingawesometrack', 'symphonicprogressiveblackmetal', 'Needtoget', 'enormous', 'ausgezeichnet', 'galloping', 'Extremesymphonicblackmetal', 'Favouritemetalsongs', 'vindicatory', 'NightsideEclipse']",0,0
TRAUEYX12903CEAF48.h5,Architecture In Helsinki,Need To Shout,"There's a sword in your side,
That you'll ignore until blood shows,
And later on, when it's gone,
When something's wrong,
The violence grows and it's designed,
To spy and try to poke your eyes,
While laying low.

Beneath the seven different reasons for satellites,
Eleven different reasons for fists in fights,
There's never been a reason for
Shouting when it's quiet,
But no one's ever listening.

Seven different reasons for satellites,
Eleven different reasons for fists in fights,
There's never been a reason for
Shouting when it's quiet,
But no one's ever listening.

When you need to shout
No one's ever listening
When you need to shout
No one's ever listening

And don't go dragging your name,
Through the mud and the rain,
When it dries I know some dust that
Wants to get in your eyes.

Put a stethoscope on,
You'll notice the beat is gone,
All that's left is hesitations
From your previous life.

Don't go dragging your name,
Through the mud and the rain,
When it dries I know some dust that
Wants to get in your eyes.

Put a stethoscope on,
You'll notice the beat is gone,
All that's left is hesitations
From your previous life.","['indiepop', 'indie', 'australian', 'experimental', 'twee', 'electronic', 'alternative', 'ArchitectureInHelsinki', 'chill', 'happy', 'weird', 'pop', 'cute', 'fun', 'sunny', 'rock', 'indierock', 'tweepop', 'Reflective', 'favourite', 'delicate', 'Carefree', 'lazysunday', 'test', 'indieelectronic', 'downtempo', 'powerpop', 'prog', 'favorites', 'catchy', 'indietronica', 'TweeasFuck', 'beautiful', 'crazy', 'fat', 'summer', 'Mellow', 'patio', 'great', 'oldschool', 'intense', 'relaxing', 'australia', 'melbourne', 'altparty', 'Uplifting', 'cool', 'good', 'intriguing', 'check', 'interesting', '00s', 'ruhig', 'poppy', 'sweet', 'lullabies', 'smile', 'school', 'goodlyrics', 'feelgood', 'makeoutmusic', 'intricatemelodicphrasing', 'extensivevamping', 'majorkeytonality', 'thrucomposedmelodicstyle', 'folkinfluences', 'mixedacousticandelectricinstrumentation', 'music', 'favouriteartists', 'colours', 'easy', 'Architecture', 'chillax', 'Australien', 'enchanting', 'wanderlust', 'reggaeinfluences', 'blond', 'sparkly', 'naturesounds', 'shiny', 'naive', 'burlesque', 'basicrocksongstructures', 'mesmerizing', 'Brilliance', 'MakesMeSmile', 'sundaymorningmusic', 'thisisweirdandilikeit', 'Spennende', 'stroll', 'killertrack', 'AustralianIndie', 'slordig', 'heartwrenchinglybeautiful', 'indiefavs', 'calmrock', 'CurrentFavs', 'indiepopfavs', 'vocalduets']",1,2005
TRAKLHO128F42BA554.h5,The Rolling Stones,Rocks Off,"I hear you talking when I'm on the street
Your mouth don't move but I can hear you speak

What's the matter with the boy?
He don't come around no more
Is he checking out for sure?
Is he gonna close the door on me?

I'm always hearing voices on the street
I want to shout, but I can't hardly speak

I was making love last night
To a dancer friend of mine
I can't seem to stay in step
'Cause she come ev'ry time that she pirouettes over me

And I only get my rocks off while I'm dreaming
I only get my rocks off while I'm sleeping

I'm zipping through the days at lightning speed
Plug in, flush out and fire the fuckin' feed

Heading for the overload
Splattered on the dirty road
Kick me like you've kicked before
I can't even feel the pain no more

But I only get my rocks off while I'm dreaming (only get them off)
I only get my rocks off while I'm sleeping (only get them off)

Feel so hypnotized, can't describe the scene
It's all mesmerized all that inside me

The sunshine bores the daylights out of me
Chasing shadows moonlight mystery

Headed for the overload
Splattered on the dirty road
Kick me like you've kicked before
I can't even feel the pain no more

But I only get my rocks off while I'm dreaming (only get them off, get them off)
I only get my rocks off while I'm sleeping (only get them off, get them off)
And I only get my rocks off while I'm dreaming (only get them off, get them off)
I only get my rocks off while I'm sleeping (only get them off, get them off)
I only get my socks off while I'm sleeping (only get them off, get them off)
(Only get them off, get them off)","['rock', 'classicrock', '70s', 'therollingstones', 'british', 'blues', 'bluesrock', 'RockandRoll', '1972', 'rollingstones', 'hardrock', 'Greatalbumopeners', '60s', 'GarageRock', 'rocknroll', 'blues-rock', 'upbeat', 'fantasticopener', 'classic', 'piano', 'catchy', 'Awesome', 'guitar', 'intense', 'rhythmandblues', 'britishrock', 'RockRoll', '1970s', 'Stones', 'killeralbumopeners', 'swing', 'horns', 'BritishBlues', 'Favorite', 'rockoutinyourcube', 'exileonmainstreet', 'Rocksoff', 'pop', 'dirty', 'party', 'Favourites', 'boogie', 'exciting', 'mickjagger', 'rock-classic', 'rocktag', 'metal', '80s', 'alternative', 'sexy', 'albumsIown', 'UK', 'favorites', 'albumrock', '90s', 'Energetic', 'laidback', 'funky', 'genius', 'explosive', 'oldies', 'top', '12', 'Indiesocfaves', 'favourite', 'sex', 'fip', 'greatsong', 'loved', 'Uplifting', 'brass', 'swinging', '""RocknRoll""', '""80s""', '00s', 'rock-n-roll', '4', 'bouncy', 'GuitarHero', '9of10stars', 'freedom', 'work', 'radioparadise', 'radioparadise', 'poprock', 'stonedbeat', '70sBritishHardRock', '70sBritishRock', '70shardrock', 'ClassicBritishHardRock', 'britishbluesrock', 'classichardrock', 'sympathy68', 'horn', '6of10stars', 'Win', 'telex', 'lovedatfirstlisten', 'heroin', '1971']",1,1972
TRAPBHY128F148946F.h5,Cassie,Long Way 2 Go (Album Version),"I love it when they try to get intimate
Even though they know I really ain't into it
(You're not into it?) I'm not into it
I already know the game and I've been through it
See I buy my own bags, my boots, my jeans
Wear La Rok with my Rebel Yell underneath
You wanna step to me?
Said you gotta long way 2 go (Rock wit me now)

(Pre-Hook:)
You claim that you're so hot
And you say you got skills in the bedroom
You try to flirt when you're so not
Had a chance you still never come through
You say you wanna come and see me
'Cause you know your girlfriend wanna be me (Uh)
I'ma tell you why you can't
Said you gotta long way 2 go
Say you wanna love me?

Wanna love me? Wanna touch me?
Think twice 'cause you gotta long way 2 go
Don't know howda act, bettah fall back
It's like that 'cause you gotta long way 2 go
It's not that deep, take it easy, you wanna please me?
Got a long way 2 go, I'ma bad girl
You wanna get close? Ease up 'cause you gotta a long way

I love it when they try to get scandalous
Even though they know they really can't handle it
(They can't handle it?) They can't handle it
Try and take me out to dinner, I'll cancel it
If you really wanna know me first of all
You should never try to get to personal
'Cause I'm in it when I say:
That you gotta long way to go

(Pre-Hook:)
You claim that you're so hot
And you say you got skills in the bedroom
You try to flirt when you're so not
Had a chance you still never come through
You say you wanna come and see me
'Cause you know your girlfriend wanna be me (Uh)
I'ma tell you why you can't
Said you gotta long way 2 go
Say you wanna love me?

Wanna love me? Wanna touch me?
Think twice 'cause you gotta long way 2 go
Don't know howda act, bettah fall back
It's like that 'cause you gotta long way 2 go
It's not that deep, take it easy, you wanna please me?
Got a long way 2 go, I'ma bad girl
You wanna get close? Ease up 'cause you gotta a long way

(Pre-Hook Breakdown:)
You claim that you're so hot
And you say you got skills in the bedroom
You try to flirt when you're so not
Had a chance you still never come through
You say you wanna come and see me
'Cause you know your girlfriend wanna be me (Uh, yeah)
Said you gotta long way 2 go
Say you wanna love me?

Wanna love me? Wanna touch me? (Touch me)
Think twice 'cause you gotta long way 2 go (Way to go)
Don't know howda act, bettah fall back (Oh you got a long way)
It's like that 'cause you gotta long way 2 go
It's not that deep, take it easy (Take it easy) you wanna please me?
Got a long way 2 go, I'ma bad girl (I'ma bad girl)
You wanna get close? Ease up 'cause you gotta a long way

Wanna love me? Wanna touch me?
Think twice 'cause you gotta long way 2 go
Don't know howda act, bettah fall back
It's like that 'cause you gotta long way 2 go
It's not that deep, take it easy, you wanna please me?
Got a long way 2 go, I said you gotta long way to go
Rock wit me now, you gotta long way to go
Bettah fall back, said you gotta long way to go","['rnb', 'cassie', 'Hip-Hop', 'femalevocalists', 'dance', 'r&b', 'pop', 'Cassie-Longway2go', 'longwaytogo', 'RB', 'Rihanna', 'LongWay2Go', 'hiphop', 'randb', 'nice', 'cool', 'femalevocalist', '""rnb""', 'FemaleRnB', 'r-n-bandsoul', 'LongWay2Go-Cassie', 'realsexycool', 'female', 'chill', 'sexy', 'favorites', 'catchy', 'american', 'club', 'funky', 'RupertsLunch', 'lovesongs', 'guiltypleasure', 'hot', 'R', 'relax', 'hits', 'ok', 'interesante', 'Loveit', 'singalong', 'BE', 'RandB', 'hit', 'massa', 'exhilarating', 'femmina', 'superb', 'PimpMusic', 'Cruising', 'Cassie-longWayToGo', 'blackmusic', 'femmine', 'luv', 'Jerk', 'donne', 'teenybopper', 'donna', 'kiki', 'brain2brain', 'unitedspirit', 'Justinblack', 'nicetrack', 'bellatopolina', '---', 'urbanmusic', 'saturdaypartymusic', 'rnbfemale', 'vocefemminile', 'looooooooooooooooooooooooovethissong', 'vocifemminili', 'HipHopRnB', 'strongconfidentsexysong', 'remindsmeofshiplife', 'dirtyrnb', 'cill', 'mimmofigliodellaportinaia', 'Diesunddas:-9', 'haos', 'CASSEY', 'Zwinky', 'urbanfemale', 'annchanmusic', 'SuperpiosenkaCassie', 'tatann', '88moje88', 'alleysmusic', 'wannaloveme', 'Cassie:-9', 'aliasfavorites', 'Cassiehasalongway2go', 'kip-hop', 'Cassicpop', 'davis15', 'clublist4me']",1,2006
TRAJFFF128F429874A.h5,Lifehouse,Better Luck Next Time,"Sometimes we fall
Ain't nothing new to me
Don't get me wrong
I must say you gave up for this time now

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around
Around

Don't close your eyes
You need to see it all
It's no surprise
That they break you down
Least they won't give you up

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around

It's all wonderful
Living happily
Till you lose it all
Think you have everything

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around
Around

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around
Around","['rock', 'alternative', 'alternativerock', 'Lifehouse', 'indie', 'christianrock', 'poprock', 'pop', 'Love', 'malevocalists', 'christianalternative', 'male', 'chill', 'favoritesongs', 'Surf', 'catchy', 'relaxed', 'angry', 'american', 'Mellow', 'christian', 'band', 'loved', 'modernrock', 'hot', 'accoustic', 'altrock', 'import', 'Down', '4Stars', 'poprock', 'FavouriteSongs', '<3', 'want', 'avrillavigne', 'HIM', '3DoorsDown', 'Playlist', 'tuneful', 'diverse', 'earlymorning', 'rockingout', 'kittywouldenjoythis', 'Favoriteartist', 'threedaysgrace', 'Breathtaking', 'sunnysideup', 'fromhell', 'hinder', 'Aloha', 'thablackphoenix', 'halestorm', 'pumpkinx', 'mayes48', 'Guitar-Accoustic', 'guitar-surf', 'zuvin', 'addisonroad', 'Chrissoffmukke', 'betterlucknexttime', 'wwwsonypl']",0,2005
