,file,artist,title,lyrics
4327,TRASPBY12903CF2BC9.h5,Jars Of Clay,The Burden of Hope,
4328,TRABKJU128F422A7FE.h5,Scar Symmetry,The Illusionist,"As an outcast I paced defeat
Seeking comfort in this painful retreat
Made an oracle against my will
Word spread of miraculous skills

Premonitions call my name
I once doubted them all when they came
Now I embrace it and I'll never be the same

Transfixed in the desert sands
Take a look at my once empty hand
See the rose that appears so real
Just like the one you saw in your dreams

Those who call me avatar
Know not what they're looking for
They just feed their flames with miracles
Just so you know
If you bathe within my light
You diminish your own might
The illusionist in everyone

As an outcast I faced defeat
Seeking comfort in this painful retreat
Made an oracle against my will
Word spread of miraculous skills

Premonitions call my name
I once doubted them all when they came
Now I embrace it and I'll never be the same

Those who call me avatar
Know not what they're looking for
They just feed their flames with miracles
Just so you know
If you bathe within my light
You diminish your own might
Illusionist in everyone

What I say and what I do was once potential
Sprung from the infinite place that dictates the seen

Those who call me avatar
Know not what they're looking for
They just feed their flames with miracles
Just so you know
If you bathe within my light
You diminish your own might
Illusionist in everyone

In everyone!"
4329,TRATIUD128F930620F.h5,Perfection,What Is This,
4330,TRAYXCO128F93390C3.h5,Michelle Wright,Go Tell It On The Mountain,
4331,TRALRYB128F4244311.h5,The Real Kids,Happens All The Time,
4332,TRAGHLT12903CAC941.h5,Geiom Ft. Marita,Sugar Coated Lover,
4333,TRAZUOG128F4259EAA.h5,Greater Vision,I Was Blind But Now I See,
4334,TRAFAXI128F9303F5B.h5,Kenny Neal,Since I Met You Baby,"Since I met you Baby
My whole life have changed
Sice I met you baby
My whole life have changed
My friends all tell me
That I'm not to the same
I don't need nobody
To tell my troubles to
I don't need nobody
Since I met you baby
All need is you

Muziekaal refrein...
I don't need nobody
To tell my troubles to
I don't need nobody
To tell my troubles to
Since I met you baby
All I need is yoy

I don't need nobody
To tell my troubles to
I don't need nobody
To tell my troubles to
Since I met you baby... All I need is you
M.V.B Liptonblues 2014
End"
4335,TRAGWJK12903CE640F.h5,RUN-DMC,Faces,
4336,TRAIQMW128E07854BD.h5,David Meece,Seventy Times Seven (LP Version),"This prison has no walls
This bondage has no chains
My memories have no mercy
There's no one left to blame
Wish I could force back
The hands of time
And right every wrong
Grant me just this one last chance 
Before it's gone, gone, gone

How could I be so blind as to doubt your love?
How could I go on living without your love?

Seventy times seven
Will you forgive me for all that I've done
Seventy times seven
I'm so afraid of what I've become

For all the promises laid to waste
For all the seeds unsown
For all the justice I never faced
I must now atone
Is there a soul that can't be saved
Is there a heart that has no hope
Is there a peace that can still be made
Please say it's so

How could I be so blind as to doubt your love?
How could I go on living without your love?

Seventy times seven
Will you forgive me for all that I've done
Seventy times seven
I'm so afraid of the man I've become

Seventy times seven
Will you forgive me for all that I've done
Seventy times seven
Your love can save me from what I've become

Seventy times seven"
4337,TRAPUWG128EF3425E7.h5,Jason Mraz,Song For A Friend (Live From Montalvo),"Well, ""You're magic,"" he said
But don't let it all go to your head
'Cause I bet if you all had it all figured out
Then you'd never get out of bed
No doubt
Of all the things that I've read what he wrote me
Is now sounding like the man I was hoping
To be
I keep on keeping it real
Cause it keeps getting easier, he'll see
He's the reason that I'm laughing
Even if there's no one else
He said, you've got to love yourself

You say, you shouldn't mumble when you speak
But keep your tongue up in your cheek
And if you stumble on to something better
Remember that it's humble that you seek
You got all the skill you need
Individuality
You got something
Call it gumption
Call it anything you want
Because when you play the fool now
You're only fooling everyone else
You're learning to love yourself

Yes you are, you are, it's you...

There's no price to pay (no, no)
When you give and what you take
That's why it's easy to thank you
You, you...
You, you, you...

Let's say take a break from our day
And get ['n] back to the old garage
Because life's too short anyway
But at least it's better then average
As long as you got me
And I got you
You know we've got a lot to go around
I'll be your friend
Your other brother
Another love to come and comfort you-ooh-ooh

And I'll keep reminding
If it's the only thing I ever do-ooh-ooh
I will always love you

You, you, you...
You...
(It's true I love, it's true)
(It's you I love, it's you I love, it's you, it's you I love)
(It's true I love, it's true I love, its true, it's you I love)
(It's you I love, it's you I love, it's you, it's you I love) Oh it's you, it's you I love
Oh, it's you I love

(It's you I love, it's you I love, it's you, it's you I love) Ooh, it's you I love...
(It's true I love, it's true I love, its true, it's you I love)
(It's you I love, it's you I love, it's you, it's you I love) I'm in love in love in love
I'm in love in love in love with you, I'm [in] love with you

It's you I love, I love, I love
It's you I love, I love, I love
It's you I love, I love, I lo-ove, ooh

(x3)
Climb up over the top
Survey the state of the soul
You've got to find out for yourself whether or not you're truly trying
Why not give it a shot?
Shake it, take control and inevitably wind up fighting for yourself
All the strengths you have inside still rising

Climb up over the top
Survey the state of the soul
You've got to find out for yourself whether or not you're truly trying
Why not give it a shot?
Shake it, take control and inevitably wind up
And find out for yourself
All the strengths that you have inside of you"
4338,TRACKVZ128F4285793.h5,David Tao,Everything's Gone,
4339,TRAKXOX128F92FEA34.h5,Goldfinger,Get By (Disconnection Notice Bonus Track),
4340,TRABCTK128F934B224.h5,40 Grit,Intro,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld"" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
4341,TRAKOPE128F421CE6A.h5,Patsy Cline,I Cried All The Way To The Altar,"I cried all the way to the altar
A smile was on my face
But tears were in my heart

Two hearts broken
And a third will soon falter
Now too late, I know that we
Were wrong to part

Oh my darlin', now too late
We can't go back and start anew
Now too late, I've thrown away
My chance of happiness with you

I cried all the way to the altar
Now too late, I know that we
Were wrong to part

Take a calendar and turn back all the pages
Take my life, turn back each day since I was born
I cried all the way to the altar
Now too late, I see the damage I have done

Oh, my darling, now too late
We can't go back and start anew
Now too late, I've thrown away
My chance of happiness with you

I cried all the way to the altar
Now too late, I know that we
Were wrong to part"
4342,TRAHULL128F92DDBFB.h5,Ed Ames,For Me And My Gal,
4343,TRACMVZ128F429AE0E.h5,Gordon MacRae,Do You Ever Think Of Me,
4344,TRAWHWM128F14A3AA7.h5,Bobbie Gentry,Miss Clara/Azusa Sue,"Last Friday I received your letter
It said your book was overdue
And you'd be by to pay your five cent fine
Within a day or two

Since that day the time drags by
Things just aren't the same
For I don't want your five cent fine
I just want to know your name, you wrote

Miss Clara, would it be to bold of me to call you Clare?
My head is spinning, wonder if I dare
To let you know that I care for you Clara

Miss Clara, you're like the cover of a magazine
You outshine every star I've seen
On the silver screen, gee you're keen

Since I saw you at your desk
At the public library
You stamped my book and I took a look
And now your face is all I see

I wish I could get to know ya
So we could plan our honeymoon
We'll trade the Ivy halls for Niagara Falls
When I graduate next June

Oh, Miss Clara, I'd like to see you let down your hair
I'd like to take you with me everywhere
We'd make a nifty pair, sweetie Clare

We can go to my hometown
To meet my mom and dad
He'll try to tell you about the depression years
And all the trouble we had

Mom'll take you to the kitchen
To give you a recipe
And then dad'll take me aside to say
He's glad to have you in the family

Oh, Miss Clara, there's a cozy cottage we could share
Up on a little farm in Delaware
We'd be so happy there, if I could call you Clare

Do be do do
We do be op ee op dee dah
Boo op be op ee dah dee dah
Bah-op e-op e dah bee dah

Miss Clara, there's a cozy cottage we could share
On a little farm in Delaware, we'd be so happy there
If I could call you Clare

Miss Clara, do you care
If I call you Clare?
Miss Clara, I swear

Ooh do be dah mm be op bah ah dee dah
Be ooh be doop bah ah dee dah"
4345,TRAMCDJ128F42830EC.h5,Double Image,Three Romances_ Op. 22: III,
4346,TRAYOQI128F92F0967.h5,Converge,To the Lions,"To the lions
As she closes her doors
To the lions
To end this night

This raging sea
Won't have you
This weary grave
Won't keep you
These tired arms
Won't hold you
As she closes her doors

To the lions
As she closes her doors
To the lions
To end this night

Inferno dreams
Won't leave you
This moonless night
Won't guide you
These brittle ghosts
Won't love you
As she closes her doors

Queen of guilt
Queen of grief

To the lions
As she closes her doors
To the lions
To end this night

This raging sea
Won't have you
This weary grave
Won't keep you
These tired arms
Won't hold you
As she closes her doors

Queen of guilt
Queen of grief

Remember them
Remember them
Remember them
Remember them
..."
4347,TRAUPEE128F425943A.h5,The Shangri-Las,Bull Dog,"I'm in love with the pretiest boy in the USA.
(Hey, what'dya say? Hey, what'dya say?)
I'm in love with the pretiest boy in the USA.
(What'dya say?)
I said, hey.
But his momma bought a dog,
Just to keep little me away.
(Hey, what'dya say? Hey, what'dya say?)

You know he barks when he sees me,
Growls every time I touch his hair.
(Big bad Bull Dog, that big bad Bull Dog.)
You know he barks when he sees me,
Growls every time I touch his hair.
(Big bad Bull Dog, that big bad Bull Dog.)
And every time I shoo him, he tries to bite a leg,
But I don't care.
(Big bad Bull Dog, that big bad dog.)

(Hey, hey, hey-hey.)

You know his momma keeps that dog chained,
Out on the porch all night.
(Big bad Bull Dog, that big bad Bull Dog.)
You know his momma keeps that dog chained,
Out on the porch all night.
(Big bad Bull Dog, that big bad Bull Dog.)
You know he barks like a charm,
But then he don't bite.
(Big bad Bull Dog, that big bad dog.)

Un-hun
(Big bad Bull Dog,)
Oh, yeah.
(That big bad Bull Dog.)
All right.
(That big bad Bull Dog.)
OK.
(That big bad Bull Dog.)
All right.
(That big bad Bull Dog.)

So fine. (That big bad Bull Dog.)
OK. (That big bad Bull Dog.)
Un-hun. (That big bad Bull Dog.)
All right. (That big bad Bull Dog.)
Ooh-ooh. (That big bad Bull Dog.)"
4348,TRAJGCA128F9306CFF.h5,Concretes,Souvenirs,
4349,TRACRON12903CB59E6.h5,Everyday Sunday,Don't Leave,"He walked out the door that he came in
And I said no no I will miss you my friend
But he didn't turn around He didn't turn around Turn around
He didn't turn around when I feel on the ground
I said where are you goin'
You used to like it here
I said where are you going
What is your fear
But he didn't turn around He didn't turn around Turn around
He didn't turn around when I feel on the ground
Please don't leave
Please stay
Please don't go away
I just want to see you a whole new way
Holy God your touch I just can't get enough
I don't want to forget your consuming love
I said heeey I said heeey"
4350,TRADECR128F42233D5.h5,Ionics,Roll Back The Rug,
4351,TRAJBSF12903CE2759.h5,SOJA,Watch Them,
4352,TRAQYOC128F9341CDC.h5,Busta Rhymes,Genesis,"(Busta Rhymes)
Genesis, Genesis
Genesis, Genesis
Genesis, Genesis
Genesis, Genesis

I'd like to introduce you all to the motha fuckin' new millennium bounce
Oh! We come to give you that
Operating like we be official
Yeah! We come to multiply
And we're plannin the scheme for the long run
Yeah! Our shit be always right
Every move you'll see how it's related

(Busta)
Genesis, Genesis, Genesis

(Busta)
Genesis, Genesis, Genesis

While we continuously stay sculpturin bombs
Love unconditional greetings with opening arms
And for my worthy niggaz I'ma die tryin' for y'all
With the blessing of an angel's tear cryin' for y'all
Back to the foundation, takin' you under back where it all started
With a whole new beginnin and a brand new hunger
Starvin to where my skin was suffocatin my ribs
Now we got bitches interior decoratin my crib
Touch the love I got like you holdin' my heart in my hand
And watch my manifesto, shit was all a part of the plan
The fashion that I choose to deal with this shit
Sometimes it's so hard to describe the passion that I feel for this shit
How many struggles I survived just to eat this meal
Never thought y'all meet a nigga that could be this real
Flipmode up in this bitch now let me make you aware
Too late for turnin' back my nigga 'cause we takin' it there

(Busta Rhymes)
Genesis, Genesis, Genesis
And leave!

And leave a mark until it's deep in the floor
Y'all niggaz fucked up never should've let let me get my feet in the door
And then I step through, FUCK wipin my feet at the door
I be the deacon I'm beatin' niggaz and speakin' the raw
Strictly raw shit is what niggaz be seekin' me for
Testin my strength, that's what the devil's try to weaken me for
C'mon, yes and y'all off to the next step... for sure
Rep and make you wanna accept more
Niggas analyze the jewel that I reveal in a rhyme
I'm like somethin' that has evolved about a million times
Peep the display with all the new features
The way we really doin' it, these mu'fuckas probably wouldn't believe us
Flipmode Squad by all means, a pledge of allegiance
With the great feelin' of people like the comin' of Jesus
While a lot of other niggaz don't be tellin' you nothin'
That be the same bullshit that's always pushin my buttons
Godly is how we rep this undeniable force
You like a weak preacher, swearin smacked dead on a cross
Kick niggaz like the two back legs of a horse
Chop ya fingers for tryin' to put your hands in the sauce
Sometimes I think that it would be best if you run
And do yourself a favor, cause you got your whole life ahead of you son!
A whole new thang startin for me
Smell so much ass in a spot, the beat got the world fartin for me
When I spit you know I always love to garnish it hard
While you love-it hate-it niggaz trying to tarnish the God
I know some dudes that would love to bring the hatred to y'all
While I continue to bless you with shit that's is sacred to y'all
Even if I had to bend you in place
I always put it down and rep my niggaz from the most genuine place
From my street corner niggaz to my live niggaz everywhere
Too late for turning back, we takin' it there

(Busta: repeat 35X)
Genesis"
4353,TRANNES128F4277849.h5,Los Van Van,Appapas Del Calabar,
4354,TRAPTRB128F422915D.h5,Stephan Micus,part 2 - Winterlight,
4355,TRAPITQ12903CEFD48.h5,The Jackson Southernaires,Leave You In The Hands,
4356,TRAMSIH128F42990AB.h5,Olivier Messiaen,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité,
4357,TRAUFRK128F147C548.h5,Soul Asylum,Don't It (make Your Troubles Seem Small) (Album Version),
4358,TRARTEH128F4280823.h5,Van Halen,From Afar (Album Version),"If I cannot see you from afar
Look into your eyes, that hint of depth
Hidden inside

If I cannot hear you from afar
Whisper in my ear, rest assured that
You are near

And I know not what it's like
The aforementioned
For the distance between us
As are the stars, I only have you
In my imagination
In my imagination

Just to love you
From afar

If I cannot kiss you from afar
Press against your lips, taste the sweetness
Of your breath

If I cannot touch you from afar
Hold you in my arms, keep you warm and
Safe from harm

Though circumstances cause separation
In the absence, there's a presence in my heart
I will surrender, I'll surrender to my
Quiet contemplation
My quiet contemplation

I'll just, I'll just love you
From afar

There must be a better way (ooh)
A better way of, of passing the time
I can't seem to get her out, oh
Get her out of my mind

Oh, I know not what it's like
The aforementioned
For the distance between us
As are the stars, I only have you
In my imagination
In my imagination
In my imagination
In my imagination

Just to love you
Just to love you
Just to love you
Yeah"
4359,TRAMWKM128F92D51E4.h5,Darcelys,Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche,
4360,TRADLYR128F14821C5.h5,Out Of The Grey,The One I've Been Waiting For (Diamond Days Album Version),"Once upon a time it was a dream of mine 
To find love, true love
Just another wish, waiting for the kiss of life to come
Waking me from sleep, You whispered to me
Your story of happy ever after

Now I'm sure, You're the One I've been waiting for
Lord, I can see, You've come to rescue me
You're the One I've been waiting for
Bringing Your peace, breathing new life into me

Lord, You are to me more than make-believe
Not a dream in the mist
For I've seen Your love and Your Kingdom
It will come from above
So what do I need now that You're here
With the words of eternity

Now I'm sure, You're the One I've been waiting for
Lord, I can see, You've come to rescue me
You're the One I've been waiting for
Bringing Your peace, breathing new life into me

Dreams do come true
I've been waiting for You, waiting for You

You're the One I've been waiting for
Lord, I can see, You've come to rescue me
You're the One I've been waiting for
Bringing Your peace, breathing new life into me"
4361,TRAELHH128F92CF21E.h5,Raphaël,Le Petit Train (Mixé Par Mark Plati),
4362,subset_msd_summary_file.h5,Mastodon,Deep Sea Creature,"Knowing right, learning wrong
What you're feeling is pressure
Pulsate new blood

I've seen things you've heard never before
Bones aged in dust
Buy your bite, take the body

Calm, shutting down
You built me
I knew it

I'll never lie, liar
You fed me
I chewed it

I'll never lie, liar
I follow you, covering me
Spirits in pieces
Crumbled and burnt"
4363,TRAOBOQ12903CC1289.h5,Rocket From The Tombs,Frustration,
4364,TRAIHWC128F9331CF0.h5,Sizzla,Love & Devotion,
4365,TRAUTJP128F4291366.h5,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là,
4366,TRAAMYQ128F148B753.h5,Shelley Fabares,Johnny Loves Me (LP Version),"(Johnny loves her, Johnny loves her)
Johnny loves me
He just told me so last night (Johnny loves her)
Now each star I see belongs to me
And they're all shining twice as bright (Johnny loves her)
Johnny loves me
Johnny's heart is really mine (Johnny loves her)
Love is everywhere and I could swear
The world's a great big valentine
I feel so pretty, I'm all aglow
When he says I'm wonderful
He makes me feel it's so
Yes, Johnny loves me
Now each day is bright and new (Johnny loves her)
And I only pray that I can say
For every day my whole life through
""Johnny loves me and I love my Johnny, too""
(Johnny loves me)
Now each day is bright and new (Johnny loves her)
And I only pray that I can say
For every day my whole life through
""Johnny loves me and I love my Johnny, too""
Johnny loves me (SPOKEN: Johnny loves me, Johnny loves me)
Johnny loves me (SPOKEN: Johnny loves me, Johnny loves me)
Johnny loves me (SPOKEN: Johnny loves me, Johnny loves me)
FADE
Johnny loves me (SPOKEN: Johnny loves me, Johnny loves me)"
4367,TRANADU128F9345BC8.h5,Cece Winans,The Wind (Tears For You),
4368,TRAWNGJ128F426B20D.h5,Original Love,Let's Go To The Darkside Of The Moon (Piano Version),
4369,TRAAKVA128F934E69E.h5,Xmilk,Sense And Trick,
4370,TRAKUJS128F14668E5.h5,Butthole Surfers,Ulcer Breakout,"Ever fall in love with a lie
Ever fall in love with a lie
Ever felt your gun for the trigger
Ever gone so fast you could die
Got to be at least 500 inches
Cubic inches on a certified quarter-mile run
Ever had a feeling of pleasure
Ever felt your ass get sunk
So far into the trunk that
You needed help up from above
Got to be at least 500 inches
Cubic inches on a certified quarter-mile run
Ever fall in love with a Chevy
Ever fall in love with a Ford
Ever felt the torque of a hemi
Ever seen the face of the lord
Got to be at least 500 inches
Cubic inches on a certified quarter-mile run
Ever fall in love with a lie
Ever fall in love with a lie
Ever felt a gun for the trigger
Ever gone so fast you could die
Got to be at least 500 inches
Cubic inches on a certified quarter-mile run"
4371,TRAKRSX12903C9D466.h5,Jah Legacy,What is the best,
4372,TRAHKOV128F4295F9C.h5,Pinch feat. Rudey Lee,Step 2 It,
4373,TRAJFSU128F92E9E3C.h5,John Sebastian,Sportin' Life,"I'm gettin' tired of runnin' 'round
Believe I'll get married and settle down
'Cause this old night life
This mean old sportin' life
You know it's killing me

I got a letter from my home
Most of my good friends
They are dead and gone
You know it makes me worry
And it makes me wonder
About the times to come

Mother used to fall on her knees and pray
These are the very words she did say
She said ""Oh Johnny, my lovin' Johnny...
Won't you please change your ways""

I been a gambler and a cheater too
Now it's come my time to lose
'Cause this old sportin' life
You know she's holdin' the best hand
And what can I do...

'Cause I'm gettin' tired of runnin' round
Believe I'll get married and settle down
'Cause this old night life
It's a bad life
And it's killing me"
4374,TRALDUE128F9312AF2.h5,Snow Patrol,Just Say Yes,"I'm running out of ways to make you see
I want you to stay here beside me
I won't be okay and I won't pretend I am
So just tell me today and take my hand
Please take my hand
Please take my hand
Please take my hand
Please take my hand

Just say yes
Just say there's nothing holding you back
It's not a test, nor a trick of the mind
Only love

It's so simple and you know it is
You know it is
We can't be to and fro like this
All our lives
You're the only way to me
The path is clear
What do I have to say to you?
For God's sake, dear
For God's sake, dear
For God's sake, dear
For God's sake, dear
For God's sake, dear

Just say yes
Just say there's nothing holding you back
It's not a test, nor a trick of the mind
Only love

I can feel your heart beat through my shirt
This was all I wanted, all I want
It's all I want
It's all I want
It's all I want
It's all I want

Just say yes
Just say there's nothing holding you back
It's not a test, nor a trick of the mind
Only love

Just say yes
'Cause I'm aching, I know you are too
For the touch of your warm skin
As I breathe you in

I can feel your heart beat through my shirt
This was all I wanted, all I want
It's all I want
It's all I want
It's all I want
It's all I want

Just say yes
Just say there's nothing holding you back
It's not a test, nor a trick of the mind
Only love

Just say yes
'Cause I'm aching, I know you are too
For the touch of your warm skin
As I breathe you in
♥♥♥♥♥♥"
4375,TRAFLDX128F92DE085.h5,Bert Kaempfert And His Orchestra,Wheeling Free,
4376,TRAAOJI128F1458DCD.h5,Heaven 17,(We Don't Need This) Fascist Groove Thang,"(Everybody move to prove the groove)
(Everybody move to prove the groove)
(Everybody move to prove the groove)
(Everybody move to prove the groove)
(Everybody move to prove the groove)
(Everybody move to prove the groove)
(Everybody move to prove the groove)
(Everybody move to prove the groove)

Have you heard it on the news
About this fascist groove thang?
Evil men with racist views
Spreading all across the land
Don't just sit there on your ass
Unlock that funky chaindance
Brothers, sisters, shoot your best
We don't need this fascist groove thang

Brothers, sisters
We don't need this 
Brothers, sisters
We don't need the fascist groove thang

History will repeat itself
Crisis point, we're near the hour
Counterforce will do no good
White blue eyes, I feel your power
Hitler proves that funky stuff
It's not for you and me, girl (no, no, no)
Europe's an unhappy land
They've had their fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need their fascist groove thang

Democrats are out of power
Across that great wide ocean
Reagan's president elect
Fascist God in motion
Generals tell him what to do
Stop your good time dancing
Train their guns on me and you
Fascist thang advancing

Sisters, brothers lend a hand
Increase your population
Grab that groove thang by the throat
And throw it in the ocean

You're real tonight, you move my soul
Let's cruise out of the dance war
Come out your house and dance your dance
Shake that fascist groove thang (shake it)

Brothers, sisters
We don't need that fascist groove thang
Brothers, sisters
We don't need the fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need that fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need their fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need their fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need their fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need their fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need their fascist groove thang

Brothers, sisters
We don't need their fascist groove thang
Brothers, sisters
We don't need their fascist groove thang

Brothers, sisters
We don't need their fascist groove thang"
4377,TRAWEFD12903CBADE8.h5,The Honeydogs,Kandiyohi,"Levy

There's a smell you can't find nowhere else
It's sick and sweet
If there's a hell that's sent that there will dwell
Getting sugar from a sugar beet
Well, all the way through clay county, 29, to grand forks that ranked perfume
Yeah, she's up in Kandiyohi
The long distance makes here memory grow weak
You don't believe what you said
The truth will make you swear a blue streak

Yeah, I hear she's engaged
I didn't mean to ruin you week
But you won't like what you find there
Kandiyohi
Yeah, all your letter they're unopened
And all your calls are going unreturned
Yeah, you think you'd get the picture
Oh, man you'll never learn
Well, I tried to warn you
You drive there to find out just the same
Yes, you will
You won't like what you find there
Kandiyohi---Kandiyohi

Angels above, drive the devil down below
Yeah, you pray that you have her
Now she's starting to show
Well, I hear she's getting married and moving up to Fargo
But, you won't like what you find there
Kandiyohi---Kandiyohi, HEY"
4378,TRAAJJV128F42A2F99.h5,Bob Neuwirth,Biding Her Time,
4379,TRAWLVX128F934E63C.h5,Aphasia,"sample processing failed (part one: ""why don't you fuckin' remember anything ?"")",
4380,TRAWCIS128F428CFD1.h5,Daughters,Jones From Indiana,"The ""product"" we refer to is well equipped
In the service abilities of your common woman.
Though in our opinion (any many others)
We have manufactured her to be far surperior
To that of any ""common"" woman.
There are of course risks to be taken,
Though we rarely receive complaints from our clients.
(That unreadable fine print)

Defective product
Has been known to wreak havoc upon small villages and town folk.

(Make that sweet green philiosophical love)

Just sign here, initial here, then sign here, here, and here.

(Your signature waives responsibility from jones inc.
We apologize for any inconvenience)

Tweleve months later...
Client: she's falling apart and she killed my dog.
Sales representative: (silence)
Client: you know that once she swan in beauty?
Sales representative: that's true.
Client: well, where did it go?"
4381,TRAYFNV128F421A865.h5,Deborah Coleman,Nobody To Blame,
4382,TRATYGR128F427D08C.h5,The Bug Featuring Spaceape,Fuckaz,
4383,TRATOHB128F930270D.h5,Los Amigos Invisibles,San Agustin,
4384,TRATVMP128F92E6ACE.h5,Didier François,Dans cette nuit j'ai envie de me perdre,
4385,TRAFJVT128F4235E2B.h5,Yahir,El Amor (Version Nortena),"No puedo negar
Que estoy loco yo por ti
Tan enfermo estoy de amor
No lo negare

Y no negare que sin ti
Todo esta mal
Pues tu calmas mi ansiedad
No lo negare

No puedo negar
Que eres tu como la miel
A quien mas le tengo fe
No lo negare

Pues eres tu mi dulce niña
Mi alegria, mi cuento de hadas y mi fantasia
Me das la paz que necesito para vivir

Estoy apacionado tanto que ya no vivo
Me vuelvo loco cuando no estoy contigo
Un caso complicado para entender

Que el amor
Me tiene vuelto de cabeza y no puedo vivir
Te pienso a diario y me olvido de pensar en mi
Y que la vida existe para asi vivir

El amor lo traigo clavado aqui justo en mi corazon
Y ha generado en mi una extraña pasion
Que me hace sentir que la vida no es nada sin ti

No puedo negar que eres tu mi dulce miel
Un pedacito de mi cielo, no lo negare

Pues eres tu mi dulce niña
Mi alegria, mi cuento de hadas y mi fantasia
Me das la paz que necesito para vivir

Estoy apacionado tanto que ya no vivo
Me vuelvo loco cuando no estoy contigo
Un caso complicado para entender

Que el amor
Me tiene vuelto de cabeza y no puedo vivir
te pienso a diario y me olvido de pensar en mi
y que la vida existe para asi vivir

El amor lo traigo clavado aqui justo en mi corazon
y ha generado en mi una extraña pasion
que me hace sentir que la vida no es nada sin ti"
4386,TRAFYSO128F4284276.h5,Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria,
4387,TRABUTR128F9325453.h5,9th Wonder featuring Defcon_ Phonte,Almost Genuine,
4388,TRADHBZ128F932D9E9.h5,Nic Endo,Future Prospects,
4389,TRAAJSX128F4275A1D.h5,Nelson Ned,Brasas Vivas,
4390,TRANIPA128F93151A2.h5,Dionne Warwick,Just One Of Those Things,"As Abelard said to Eloise
""Don't forget to drop a line to me, please""
As Juliet cried in her Romeo's ear
""Romeo, why not face the fact, my dear""

It was just one of those things
Just one of those crazy flings
One of those bells that now and then rings
It was just one of those things

It was just one of those nights
Just one of those fabulous flights
A trip to the moon on gossamer wings
It was just one of those things

If we'd thought a bit, of the end of it
When we started painting the town
We'd have been aware that our love affair
Was too hot, not to cool down

So goodbye, dear, and Amen
Here's hoping we'll meet now and then
It was great fun but it was just one of those things

If we'd thought a bit, of the end of it
When we started, started painting the town
We'd have been aware that our love affair
Was too hot, not to cool down

So goodbye, goodbye, dear, and Amen
Here's hoping we'll meet now and then
It was great fun but it was just one of those
One of those things, just one of those things"
4391,TRAHRIN128F9314D58.h5,Sergio Franchi,Arrivederci Roma,
4392,TRALOUF128F422F329.h5,Silverstein,BLEEDS NO MORE (Live Version),"My heart bleeds no more
Now, it's been turned to stone
Your stomach feels sick for someone else
But I've broken both my legs falling for you
Drag me on the ground

Powerless I stand
Tarnished blade, cutting through
Pushed into my vein, blood still stains my hands
Sharpening my sense of pain outside

My heart bleeds no more
Now, it's been turned to stone
Your stomach feels sick for someone else
But, I've broken both my legs falling for you
Drag me on the ground

Killing everything off inside
Make sense of everything you tried to hide
Hide from me

My heart bleeds no more
Now, it's been turned to stone
My stomach feels sore from cutting up
But, I ruined all my sanctity for you
Smash me on the ground

I wanted to convince myself there's nothing else to do
I wanted to provide you with proof of what you put me through
I wanted to pretend that it was you
(You're the worst thing that ever happened to me!)

Die!
Killing everything off inside
Make sense of everything you tried to hide
Hide from me

My heart bleeds no more
Now, it's been turned to stone
Your stomach feels sick for someone else
But I've broken both my legs falling for you
Smash me on the ground"
4393,TRAQRTB128F9332168.h5,The Sonics,Near My Soul,
